STAID,LOCAL,DATES,TIMES,MEDIM,STYPE,SAMPL,LABNO,HUNIT,GUNIT,PRJCT,LATDD,LNGDD,CNTYC,DATTD,DATTM,GUERA,GUNNM,GUSER,GUSYS,HDATM,SALTD,SNAME,VDATM,MAJRIVBAS,WELLUSE,WELLCOMPIN,P00025,P00020,P00080,P62971,P00300,P00058,P00059,P00400,P00095,P00010,P72000,P72008,P72004,P84143,P84148,P84147,P84146,P70300,P00900,P00905,P00915,P00925,P00935,P00930,P39086,P00453,P71870,P00405,P00452,P00940,P00950,P71875,P71834,P00955,P00945,P00623,P71846,P00608,P00597,P00631,P71851,P00618,P71856,P00613,P00607,P00671,P00660,P00665,P00602,P00600,P50468,P99596,P31684,P31691,P84385,P31616,P31625,P61215,P78943,P31692,P50569,P99595,P31501,P61213,P84138,P01106,P01105,P01005,P01007,P01010,P01012,P01025,P01027,P01030,P01034,P01035,P01037,P01040,P01042,P01046,P01045,P01049,P01051,P01130,P01132,P01056,P01055,P71890,P71900,P01060,P01062,P01065,P01067,P01075,P01077,P01080,P01082,P01057,P01059,P01085,P01090,P01092,P01095,P01097,P82043,P01000,P01002,P01020,P01145,P01147,P32103,P34541,P34571,P50470,P39732,P38746,P82660,P62850,P04040,P04038,P50355,P49308,P50295,P61030,P62847,P61029,P49260,P49315,P61031,P62848,P50009,P46342,P49313,P49314,P49312,P34253,P39632,P65065,P82686,P50299,P82673,P50300,P61693,P38711,P04029,P49311,P04028,P49310,P82680,P49309,P82674,P61188,P50306,P04039,P49306,P38933,P82687,P49305,P04041,P04031,P49304,P82682,P63778,P63777,P63779,P63780,P62169,P62170,P39572,P38442,P49302,P39381,P62482,P61951,P61588,P49301,P04033,P82677,P49300,P82668,P82663,P82672,P49297,P62167,P62168,P62166,P62483,P61952,P62481,P61694,P38811,P04095,P63784,P63783,P64045,P63785,P50356,P50407,P61695,P39341,P38478,P82666,P39532,P38482,P38487,P50359,P38501,P49296,P82667,P61044,P61043,P39415,P82630,P61697,P82671,P61692,P82684,P49294,P50364,P49293,P49292,P38866,P34653,P39542,P82669,P82683,P82664,P49291,P04037,P62767,P62766,P04024,P82679,P82685,P51195,P49236,P50471,P38538,P82676,P62849,P38548,P04035,P50337,P82670,P82665,P04032,P82675,P82681,P82678,P49235,P82661,P34506,P77652,P34496,P34501,P34536,P34566,P34030,P32101,P67440,P50305,P34301,P77093,P32105,P34668,P34423,P81576,P81577,P34371,P68831,P85574,P78032,P50005,P85795,P00680,P77135,P32730,P77128,P50004,P34475,P32102,P34010,P34546,P32104,P39180,P34488,P32106,P90867,P90851,P39175,P01519,P63018,P03519,P85817,P76002,P82303,P75985,P07000,P22703,P28011
431706074135801,H 453,20070830,1200,WG,9,00702701,2430363,020200020307,400BCPX,24570326D,43.28497222,-74.23283333,041,200708301200 EST,200708301200,Precambrian,Basement Complex,,,NAD83,823,H 453,NAVD88,Upper Hudson,Domestic,Bedrock,739,,2,,4.2,,,6.8,150,11.5,823,400.00,22,Prgd stbl pH tmp SC,51 to 75 prcnt,Forestland,Forestland,102,62.9,13,20.1,3.10,0.49,3.92,,,,15,,6.39,0.34,U,,12.7,9.86,<0.10,<0.026,<0.02,,0.68,3.01,0.679,<0.007,<0.002,<0.10,E0.005,E0.016,,<0.78,,,,,<1,,,,<1,,2,,,,<1,,,120,,1.42,,<0.06,,E0.012,,<0.60,,0.04,,12.0,<6.0,110,,0.36,,0.99,0.51,2.12,,<0.010,,1.06,,0.28,,<0.016,,47.3,,<0.18,,,10.2,,<0.20,,,<0.20,4.5,,0.128,<0.2,<0.1,<0.1,<0.200,<0.04,<0.02,<0.0020,<0.02,<0.014,<0.08,<0.080,<0.020,,<0.02,<0.02,<0.02,<0.006,<0.060,<0.02,<0.02,<0.02,<0.005,<0.08,<0.040,<0.04,<0.0020,<0.007,,<0.080,<0.04,<0.006,<0.020,<0.06,<0.02,<0.04,<0.12,<0.0020,<0.02,<0.060,<0.060,<0.020,<0.10,<0.080,,,<0.0050,<0.010,<0.06,<0.018,<0.06,<0.02,<0.0030,<0.02,<0.02,<0.02,<0.02,<0.029,<0.012,<0.0050,<0.08,<0.04,<0.009,<0.02,<0.02,<0.02,<0.04,<0.04,<0.020,<0.04,<0.0020,<0.009,<0.012,<0.04,<0.013,<0.024,<0.016,<0.02,<0.02,<0.02,<0.06,<0.04,<0.0060,<0.02,<0.02,<0.02,<0.02,<0.04,<0.04,<0.060,<0.0040,<0.04,<0.060,<0.016,<0.06,<0.20,<0.04,<0.040,<0.060,<0.008,<0.02,<0.02,<0.010,<0.012,<0.14,<0.0020,<0.06,<0.018,<0.02,<0.10,<0.04,<0.04,<0.04,<0.003,<0.010,<0.0040,<0.020,<0.020,<0.12,<0.008,<0.02,<0.05,<0.010,<0.011,<0.020,,<0.060,<0.060,<0.040,<0.0040,<0.02,<0.04,<0.006,<0.060,<0.016,<0.040,<0.040,<0.012,<0.010,<0.0060,<0.04,<0.006,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,<0.040,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,<1.0,<0.1,<4.0,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,<0.1,<0.6,,<0.2,,,,,32,1080,,,,0.282
434656074125801,H 707,20120813,0900,WG,9,01201703,2290066,020200010203,400PCMB,305B,43.78241667,-74.21600000,041,201208130900 EST,201208130900,Precambrian,Precambrian Erathem,,,NAD83,1717,H 707,NAVD88,Upper Hudson,Domestic,Bedrock,717,,<1,,0.3,,1.2,7.4,150,11.7,1717,140.00,35,Prgd stbl pH tmp SC,51 to 75 prcnt,Forestland,Forestland,93,68.8,1,20.5,4.26,0.85,4.34,46,56,,3.4,0.0,1.08,0.43,U,0.0,15.0,9.28,<0.07,<0.013,<0.01,,0.095,0.414,0.093,0.005,0.001,<0.07,0.044,0.134,,<0.16,,,,,,<1,,,<1,,152,,,,<1,,,<3.8,,3.89,,<0.02,,<0.016,,<0.30,,<0.02,,2.1,4.6,10.5,,0.26,,1.42,4.17,4.2,,<0.005,,4.62,,0.23,,<0.015,,43.0,,<0.06,,,16.0,,<0.18,,,<0.28,12,,0.131,<0.2,<0.1,<0.1,,,,<0.0060,,<0.006,,,,,,,,<0.010,,,,,<0.008,,,,<0.0040,<0.008,,<0.120,,<0.014,,,,,,<0.0040,,<0.060,,<0.060,,,,,<0.0036,<0.010,,<0.022,,,<0.0076,,,,,<0.029,<0.012,<0.0060,,,<0.008,,,,,,<0.040,,<0.0056,<0.006,<0.016,,<0.012,<0.024,<0.018,,,,,,<0.0048,,,,,,,,<0.0040,,<0.060,<0.016,,,,,,<0.008,,,<0.020,<0.012,,<0.0040,,<0.008,,,,,,<0.002,<0.020,<0.0160,<0.012,<0.020,,<0.012,,,<0.006,<0.010,<0.020,,,,,<0.0036,,,<0.006,,<0.028,<0.024,,<0.018,<0.016,<0.0046,,<0.018,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,<0.5,<0.1,,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,<0.1,<0.6,,<0.2,0.5,,,1.4,,2900,,,,0.296
434656074125801,H 707,20120813,0902,WG,9,01202273,,020200010203,400PCMB,305B,43.78241667,-74.21600000,041,201208130902 EST,201208130902,Precambrian,Precambrian Erathem,,,NAD83,1717,H 707,NAVD88,Upper Hudson,Domestic,Bedrock,,,,0.3,,,,,,,1717,140.00,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,23.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434656074125801,H 707,20120813,0903,WG,9,01202274,,020200010203,400PCMB,305B,43.78241667,-74.21600000,041,201208130903 EST,201208130903,Precambrian,Precambrian Erathem,,,NAD83,1717,H 707,NAVD88,Upper Hudson,Domestic,Bedrock,,,,0.3,,,,,,,1717,140.00,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,24.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424135073222101,RE 889,20071101,0930,WG,9,00800254,3060138,020200030801,112SDGV,24570326D,42.69305556,-73.37250000,083,200711010930 EST,200711010930,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,836,RE 889,NAVD88,Upper Hudson,Production,Sand and Gravel,741,,5,,3.9,,,6.8,643,10.9,836,80.00,,Purged 3 well vol,26 to 50 prcnt,Comm and services,OTH urb blt-up land,347,157,35,49.7,8.07,2.42,63.6,,,,38,,107,E0.07,U,,7.64,13.0,<0.14,<0.026,<0.02,,2.65,11.7,2.65,<0.007,<0.002,<0.14,0.006,0.020,,<2.8,,,,,<1,,,,<1,,<1,,,,<1,,,<4.0,,25.2,,<0.04,,<0.014,,E0.27,,0.12,,<1.2,<8.0,<6.0,,0.22,,2.01,<0.40,<0.8,,<0.010,,E0.06,,0.16,,<0.020,,182,,<0.08,,,2.3,,<0.14,,,<0.60,28,,0.128,<0.2,<0.1,<0.1,<0.200,<0.02,<0.02,<0.0020,<0.02,<0.014,<0.08,<0.040,<0.040,,<0.02,<0.02,<0.02,<0.006,<0.040,<0.02,<0.02,0.02,<0.006,<0.08,<0.060,<0.12,<0.0020,<0.007,,<0.120,<0.04,<0.004,<0.040,<0.06,<0.04,<0.02,<0.12,<0.0020,<0.04,<0.060,<0.020,<0.020,<0.10,<0.080,,,<0.0050,<0.010,<0.06,<0.020,<0.02,<0.02,<0.0030,<0.02,<0.02,<0.02,<0.02,<0.029,<0.012,<0.0050,<0.04,<0.02,<0.009,<0.02,<0.02,<0.02,<0.04,<0.04,<0.040,<0.04,<0.0020,<0.009,<0.012,<0.04,<0.013,<0.024,<0.020,<0.02,<0.02,<0.02,<0.06,<0.04,<0.0100,<0.02,<0.02,<0.02,<0.02,<0.04,<0.04,<0.060,<0.0060,<0.02,<0.060,<0.016,<0.06,<0.06,<0.02,<0.040,<0.120,<0.008,<0.02,<0.02,<0.010,<0.012,<0.14,<0.0020,<0.12,<0.018,<0.02,<0.10,<0.02,<0.04,<0.12,<0.003,<0.010,<0.0040,<0.012,<0.040,<0.12,<0.008,<0.02,<0.05,<0.006,<0.006,<0.040,,<0.040,<0.040,<0.040,<0.0040,<0.02,<0.02,<0.006,<0.060,<0.016,<0.018,<0.040,<0.018,<0.010,<0.0060,<0.08,<0.006,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,0.2,,<0.060,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,<1.0,<0.1,<4.0,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,0.4,<1.0,0.6,<0.2,,,,,31,940,,,,0.197
424135073222101,RE 889,20120830,1300,WG,9,01201767,2440241,020200030801,112SDGV,305B,42.69305556,-73.37250000,083,201208301300 EST,201208301300,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,836,RE 889,NAVD88,Upper Hudson,Production,Sand and Gravel,741,,<1,,4.4,90,0.60,6.8,472,11.1,836,80.00,>180,Purged 3 well vol,Less than 25 percent,Industrial,Forestland,269,122,16,38.1,6.55,1.99,46.2,106,129,,34,0.0,71.6,0.05,U,0.0,8.16,11.6,<0.07,<0.013,<0.01,,2.23,9.86,2.23,<0.003,<0.001,<0.07,0.005,0.017,,<2.3,,,,,,<1,,,<1,,1,,,,<1,,,<3.8,,20.4,,<0.02,,<0.016,,<0.30,,0.08,,0.74,3.6,<4.6,,0.09,,2.11,<0.16,<0.4,,<0.005,,0.05,,<0.19,,<0.015,,143,,<0.06,,,<3.0,,<0.18,,,<0.28,24,,0.153,<0.2,<0.1,<0.1,,,,<0.0060,,<0.006,,,,,,,,<0.010,,,,,<0.008,,,,<0.0040,<0.008,,<0.120,,<0.014,,,,,,<0.0040,,<0.060,,<0.060,,,,,<0.0036,<0.010,,<0.022,,,<0.0076,,,,,<0.029,<0.012,<0.0060,,,<0.008,,,,,,<0.040,,<0.0056,<0.006,<0.016,,<0.012,<0.024,<0.018,,,,,,<0.0048,,,,,,,,<0.0040,,<0.060,<0.016,,,,,,<0.008,,,<0.020,<0.012,,<0.0040,,<0.008,,,,,,<0.002,<0.020,<0.0160,<0.012,<0.020,,<0.012,,,<0.006,<0.010,<0.020,,,,,<0.0036,,,<0.006,,<0.028,<0.024,,<0.018,<0.016,<0.0046,,<0.018,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,0.6,<0.1,,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,0.1,<0.6,0.1,<0.2,1.3,,,2.8,,880,,,,0.150
424135073222101,RE 889,20120830,1301,WG,9,01202239,,020200030801,112SDGV,305B,42.69305556,-73.37250000,083,201208301301 EST,201208301301,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,836,RE 889,NAVD88,Upper Hudson,Production,Sand and Gravel,,,,2.7,,,,,,,836,80.00,,,,,,,,,,,,,,,,27.7,,,,,,,,,,,20.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424135073222101,RE 889,20120830,1302,WG,9,01202240,,020200030801,112SDGV,305B,42.69305556,-73.37250000,083,201208301302 EST,201208301302,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,836,RE 889,NAVD88,Upper Hudson,Production,Sand and Gravel,,,,3.4,,,,,,,836,80.00,,,,,,,,,,,,,,,,27.6,,,,,,,,,,,20.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425330073211301,RE1768,20071018,1300,WG,9,00800084,2920153,020200030804,112SDGV,24570326D,42.89166667,-73.35361111,083,200710181300 EST,200710181300,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,432,RE1768,NAVD88,Upper Hudson,Production,Sand and Gravel,749,,8,,0.2,,,7.3,633,9.9,432,76.00,,Purged 3 well vol,26 to 50 prcnt,OTH urb blt-up land,OTH urb blt-up land,353,223,7,68.0,12.8,1.85,38.4,,,,21,,61.4,E0.07,U,,7.82,19.7,E0.07,0.055,0.04,,0.06,0.262,0.059,0.009,0.003,E0.03,0.010,0.031,,E0.14,,,,,<1,,,,<1,,<1,,,,<1,,,<4.0,,216,,<0.04,,0.021,,<0.40,,0.09,,<1.2,149,150,,0.12,,2.86,285,306,,<0.010,,0.76,,0.30,,<0.020,,248,,<0.08,,,E1.4,,E0.09,,,1.3,14,,0.174,<0.2,<0.1,<0.1,<0.200,<0.02,<0.02,<0.0020,<0.02,E0.002,<0.08,<0.040,<0.040,,<0.02,<0.02,<0.02,<0.006,<0.040,<0.02,<0.02,0.03,<0.006,<0.08,<0.060,<0.12,<0.0020,E0.002,,<0.120,<0.04,<0.004,<0.040,<0.06,<0.04,<0.02,<0.12,<0.0020,<0.04,<0.060,<0.020,<0.020,<0.10,<0.080,,,<0.0050,<0.010,<0.06,<0.020,<0.02,<0.02,<0.0030,<0.02,<0.02,<0.02,<0.02,<0.029,<0.012,<0.0050,<0.04,<0.02,<0.009,<0.02,<0.02,<0.02,<0.04,<0.04,<0.040,<0.04,<0.0020,<0.009,<0.012,<0.04,<0.013,<0.024,<0.020,<0.02,<0.02,<0.02,<0.06,<0.04,<0.0100,<0.02,<0.02,<0.02,<0.02,<0.04,<0.04,<0.060,<0.0060,<0.02,<0.060,<0.016,<0.06,<0.06,<0.02,<0.040,<0.120,<0.008,<0.02,<0.02,<0.010,<0.012,<0.14,<0.0020,<0.12,<0.018,<0.02,<0.10,<0.02,<0.04,<0.12,<0.003,<0.010,<0.0040,<0.012,<0.040,<0.12,<0.008,<0.02,<0.05,<0.006,<0.006,<0.040,,<0.040,<0.040,<0.040,<0.0040,<0.02,<0.02,<0.006,<0.060,<0.016,<0.018,<0.040,<0.018,<0.010,<0.0060,<0.08,<0.006,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,<0.060,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,1.1,<0.1,<4.0,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,0.1,<0.6,0.1,<0.2,,,,,18,200,,,,0.771
425330073171501,RE1949,20120809,1200,WG,9,01201688,2230044,020200030804,360ODVC,305B,42.89166667,-73.28752778,083,201208091200 EST,201208091200,Paleozoic,Ordovician System,,Ordovician,NAD83,797,RE1949,NAVD88,Upper Hudson,Domestic,Bedrock,738,29.0,<1,,0.1,5.0,1.0,7.7,301,11.1,797,580.00,25,Purged stable pH SC,26 to 50 prcnt,Pasture,Residential,188,157,21,44.9,10.8,0.38,5.25,114,138,,4.7,0.0,0.72,0.11,U,0.0,16.6,27.4,<0.07,<0.013,<0.01,,<0.040,<0.177,<0.040,<0.003,<0.001,<0.07,0.008,0.025,,<0.11,,,,,,<1,,,<1,,1,,,,<1,,,<3.8,,12.8,,<0.02,,<0.016,,<0.30,,0.19,,<0.70,4.6,10.0,,2.68,,0.48,248,280,,<0.005,,3.23,,<0.19,,<0.015,,242,,<0.06,,,<3.0,,0.21,,,3.2,1.9,,0.415,<0.2,<0.1,<0.1,,,,<0.0060,,<0.006,,,,,,,,<0.010,,,,,<0.008,,,,<0.0040,<0.008,,<0.120,,<0.014,,,,,,<0.0040,,<0.060,,<0.060,,,,,<0.0036,<0.010,,<0.022,,,<0.0076,,,,,<0.029,<0.012,<0.0060,,,<0.008,,,,,,<0.040,,<0.0056,<0.006,<0.016,,<0.012,<0.024,<0.018,,,,,,<0.0048,,,,,,,,<0.0040,,<0.060,<0.016,,,,,,<0.008,,,<0.020,<0.012,,<0.0040,,<0.008,,,,,,<0.002,<0.020,<0.0160,<0.012,<0.020,,<0.012,,,<0.006,<0.010,<0.020,,,,,<0.0036,,,<0.006,,<0.028,<0.024,,<0.018,<0.016,<0.0046,,<0.018,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,<0.5,<0.1,,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,<0.1,<0.6,,<0.2,9.6,,,1.6,,520,,,,2.54
425330073171501,RE1949,20120809,1201,WG,9,01202243,,020200030804,360ODVC,305B,42.89166667,-73.28752778,083,201208091201 EST,201208091201,Paleozoic,Ordovician System,,Ordovician,NAD83,797,RE1949,NAVD88,Upper Hudson,Domestic,Bedrock,,,,0.3,,,,,,,797,580.00,,,,,,,,,,,,,,,,5.2,,,,,,,,,,,27.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425330073171501,RE1949,20120809,1202,WG,9,01202244,,020200030804,360ODVC,305B,42.89166667,-73.28752778,083,201208091202 EST,201208091202,Paleozoic,Ordovician System,,Ordovician,NAD83,797,RE1949,NAVD88,Upper Hudson,Domestic,Bedrock,,,,0.3,,,,,,,797,580.00,,,,,,,,,,,,,,,,5.2,,,,,,,,,,,27.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425401073374601,RE2694,20070917,1300,WG,9,00703133,2610033,020200031005,364CNJR,24570326D,42.90033333,-73.62933333,083,200709171300 EST,200709171300,Paleozoic,Canajoharie Shale,Middle,Ordovician,NAD83,182,RE2694,NAVD88,Upper Hudson,Domestic,Bedrock,769,,35,,0.2,,,9.3,395,13.5,182,200.00,,Prgd stbl pH tmp SC,26 to 50 prcnt,Nonirr cropland,Residential,228,36.2,,8.32,3.75,1.67,80.1,,,,0.2,,0.43,0.43,M,,9.66,1.83,0.55,0.650,0.50,,<0.06,<0.266,<0.060,<0.007,<0.002,0.05,0.024,0.074,,<0.61,,,,,<1,,,,<1,,16,,,,<1,,,2100,,507,,0.09,,E0.012,,2.7,,0.59,,E1.1,14.0,2110,,0.71,,148,17.7,52.3,,<0.010,,4.62,,1.8,,<0.016,,426,,<0.18,,,3.2,,E0.17,,,0.85,266,,<0.080,<0.2,<0.1,<0.1,<0.200,<0.04,<0.02,<0.0020,<0.02,<0.014,<0.08,<0.080,<0.020,,<0.02,<0.02,<0.02,<0.006,<0.060,<0.02,<0.02,<0.02,<0.005,<0.08,,<0.04,<0.0020,<0.007,,<0.080,<0.04,<0.006,<0.020,<0.06,<0.02,<0.04,<0.12,<0.0020,<0.02,<0.060,<0.060,<0.020,<0.10,<0.080,,,<0.0050,<0.010,<0.06,<0.018,<0.06,<0.02,<0.0030,<0.02,<0.02,<0.02,<0.02,<0.029,<0.012,<0.0050,<0.08,<0.04,<0.009,<0.02,<0.02,<0.02,<0.04,<0.04,<0.020,<0.04,<0.0020,<0.009,<0.012,<0.04,<0.013,<0.024,<0.016,<0.02,<0.02,<0.02,<0.06,<0.04,<0.0060,<0.02,<0.02,<0.02,<0.02,<0.04,<0.04,<0.060,<0.0040,<0.04,<0.060,<0.016,<0.06,<0.20,<0.04,<0.040,<0.060,<0.008,<0.02,<0.02,<0.010,<0.012,<0.14,<0.0020,<0.06,<0.018,<0.02,<0.10,<0.04,<0.04,<0.04,<0.003,<0.010,<0.0040,<0.020,<0.020,<0.12,<0.008,<0.02,<0.05,<0.010,<0.011,<0.020,,<0.060,<0.060,<0.040,<0.0040,<0.02,<0.04,<0.006,<0.060,<0.016,<0.040,<0.040,<0.012,<0.010,<0.0060,<0.04,<0.006,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,<0.040,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,<1.0,<0.1,<4.0,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,<0.1,<0.6,,<0.2,,,,,16,20,,,,0.164
431903073515402,SA 879,20070828,0900,WG,9,00702697,2420282,020200020706,112SDGV,24570326D,43.31638889,-73.86444444,091,200708280900 EST,200708280900,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,622,SA 879,NAVD88,Upper Hudson,Production,Sand and Gravel,751,,2,,6.5,,,6.5,58,10.4,622,87.00,20,Purged 3 well vol,26 to 50 prcnt,Forestland,Forestland,39,22.2,1,6.27,1.60,0.50,1.77,,,,13,,1.05,E0.05,U,,14.9,5.75,<0.10,<0.026,<0.02,,0.09,0.381,0.086,<0.007,<0.002,<0.10,0.008,0.024,,<0.19,,,,,<1,,,,<1,,<1,,,,<1,,,E1.0,,1.40,,<0.06,,<0.018,,E0.31,,<0.04,,12.5,<6.0,E3.8,,0.16,,E0.45,0.38,<0.6,,<0.010,,0.07,,0.21,,<0.016,,22.0,,<0.18,,,5.6,,<0.20,,,<0.20,4.0,,<0.080,<0.2,<0.1,<0.1,<0.200,<0.04,<0.02,<0.0020,<0.02,<0.014,<0.08,<0.080,<0.020,,<0.02,<0.02,<0.02,<0.006,<0.060,<0.02,<0.02,<0.02,<0.005,<0.08,<0.040,<0.04,<0.0020,<0.007,,<0.080,<0.04,<0.006,<0.020,<0.06,<0.02,<0.04,<0.12,<0.0020,<0.02,<0.060,<0.060,<0.020,<0.10,<0.080,,,<0.0050,<0.010,<0.06,<0.018,<0.06,<0.02,<0.0030,<0.02,<0.02,<0.02,<0.02,<0.029,<0.012,<0.0050,<0.08,<0.04,<0.009,<0.02,<0.02,<0.02,<0.04,<0.04,<0.020,<0.04,<0.0020,<0.009,<0.012,<0.04,<0.013,<0.024,<0.016,<0.02,<0.02,<0.02,<0.06,<0.04,<0.0060,<0.02,<0.02,<0.02,<0.02,<0.04,<0.04,<0.060,<0.0040,<0.04,<0.060,<0.016,<0.06,<0.20,<0.04,<0.040,<0.060,<0.008,<0.02,<0.02,<0.010,<0.012,<0.14,<0.0020,<0.06,<0.018,<0.02,<0.10,<0.04,<0.04,<0.04,<0.003,<0.010,<0.0040,<0.020,<0.020,<0.12,<0.008,<0.02,<0.05,<0.010,<0.011,<0.020,,<0.060,<0.060,<0.040,<0.0040,<0.02,<0.04,<0.006,<0.060,<0.016,<0.040,<0.040,<0.012,<0.010,<0.0060,<0.04,<0.006,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,<0.040,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,<1.0,<0.1,<4.0,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,<0.1,<0.6,,<0.2,,,,,19,280,,,,0.021
